Proveedor,Factura_Numero,Mes_Servicio,Anexo,Cliente,Tipo_Factura,Monto_Teórico,Monto_Factura,Monto_Certificado,Monto_Pagado,OC_Numero,Certificacion_Numero,Fecha_Envio_Certificacion,SAP_Documento,Fecha_Envio_Factura,Fecha_Obligacion_Pago,Fecha_Programada_Pago,Fecha_Desembolso,Estado_Factura,Control_Estado,Responsable_Bloqueo,Responsable_Gestion,Accion,Comentario_Gestion
HPEFS,F001-00674565,2025-04-30,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679478,2025-05-31,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680573,2025-06-30,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689271,2025-07-31,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00709171,2025-08-31,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695262,2025-09-30,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00708360,2025-10-31,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712846,2025-11-30,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718422,2025-12-31,864-01,AJINOMOTO DEL PERU S A, ADICIONAL ,826.36,826.36,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00649063,2024-11-30,879-01,SCOTIABANK PERU SAA, ADICIONAL ,676.49,676.49,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00649063,2025-11-01,879-02,SCOTIABANK PERU SAA, REGULAR ,215.43,215.43,215.43,215.43,9405701633,5047536209,2025-12-15,1300079060,2025-12-04,2026-01-23,,2026-02-13,PAGADA,PAGADA,,,OK,
HPEFS,F001-00718448,2025-12-31,879-02,SCOTIABANK PERU SAA, ADICIONAL ,215.43,215.43,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659563,2025-01-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,794.11,794.11,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660871,2025-02-28,883-01,BANCO AGROPECUARIO, ADICIONAL ,277.79,277.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665754,2025-03-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,277.79,277.79,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00674557,2025-04-30,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679470,2025-05-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680565,2025-06-30,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689263,2025-07-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00709169,2025-08-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695254,2025-09-30,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704783,2025-10-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712838,2025-11-30,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718414,2025-12-31,883-01,BANCO AGROPECUARIO, ADICIONAL ,212.22,212.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00635073,2024-09-30,898-01,GESTION DE SERVICIOS COMPARTIDOS S.A.C., ADICIONAL ,3783.31,3783.31,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00643797,2024-10-31,898-01,GESTION DE SERVICIOS COMPARTIDOS S.A.C., ADICIONAL ,3783.31,3783.31,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00649093,2024-11-30,898-01,GESTION DE SERVICIOS COMPARTIDOS S.A.C., ADICIONAL ,3783.31,3783.31,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00654123,2024-12-31,898-01,GESTION DE SERVICIOS COMPARTIDOS S.A.C., ADICIONAL ,3783.31,3783.31,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00643799,2024-10-31,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00649094,2024-11-30,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00654124,2024-12-31,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659594,2025-01-31,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660899,2025-02-28,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665781,2025-03-31,902-01,CONTRALORIA GENERAL DE LA REPUBLICA, ADICIONAL ,2024.08,2024.08,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00654120,2024-12-31,920-01,POLICÍA NACIONAL DEL PERÚ, ADICIONAL ,507.17,507.17,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00659590,2025-01-31,920-01,POLICÍA NACIONAL DEL PERÚ, ADICIONAL ,507.17,507.17,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00660900,2025-02-28,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00665782,2025-03-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00674583,2025-04-30,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00679495,2025-05-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00680591,2025-06-30,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00689288,2025-07-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00709172,2025-08-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00695279,2025-09-30,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00704902,2025-10-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00712863,2025-11-30,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
HPEFS,F001-00718439,2025-12-31,926-01,ACS SOLUTIONS PERU, ADICIONAL ,107.22,107.22,0.00,0.00,0,0,,0,2025-12-30,2026-02-13,,,PENDIENTE_OC,VENCIDA,INTEGRATEL,,Solicitar emisión de OC,
Sonda,F001-00063597,2025-10-01,4791166918,CAJA MUNICIPAL DE AHORRO Y CREDITO SULLANA S. A. EN LIQUIDACION, REGULAR ,41141.00,41141.00,41141.00,0.00,4791166918,5046929464,2025-10-01,1300004273,2026-01-30,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063598,2025-11-01,4791166918,CAJA MUNICIPAL DE AHORRO Y CREDITO SULLANA S. A. EN LIQUIDACION, REGULAR ,41141.00,41141.00,41141.00,0.00,4791166918,5047179983,2025-11-01,1300004272,2026-01-31,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063599,2025-12-01,4791166918,CAJA MUNICIPAL DE AHORRO Y CREDITO SULLANA S. A. EN LIQUIDACION, REGULAR ,41141.00,41141.00,41141.00,0.00,4791166918,5047400050,2025-12-01,1300004271,2026-02-01,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063600,2025-10-05,4791172395,UNIVERSIDAD SEÑOR DE SIPAN S.A.C., REGULAR ,818.51,818.51,818.51,0.00,4791172395,5047281284,2025-11-11,1300004269,2026-02-02,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063601,2025-11-05,4791172395,UNIVERSIDAD SEÑOR DE SIPAN S.A.C., REGULAR ,818.51,818.51,818.51,0.00,4791172395,5047518664,2025-12-10,1300004268,2026-02-03,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063602,2025-12-05,4791172395,UNIVERSIDAD SEÑOR DE SIPAN S.A.C., REGULAR ,818.51,818.51,818.51,0.00,4791172395,5047751482,2026-01-13,1300004267,2026-02-26,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063603,2025-10-01,4791178005,SANGUCHES DEL PERU S.A.C., REGULAR ,1439.89,1439.89,1439.89,0.00,4791178005,5047163074,2025-11-01,1300004266,2026-02-04,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063606,2025-10-01,4791178005,SANGUCHES DEL PERU S.A.C., REGULAR ,155.11,155.11,155.11,0.00,4791178005,5047163248,2025-11-01,1300004151,2026-02-05,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063604,2025-11-01,4791178005,SANGUCHES DEL PERU S.A.C., REGULAR ,1439.89,1439.89,1439.89,0.00,4791178005,5047391075,2025-12-01,1300004265,2026-02-06,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063605,2025-12-01,4791178005,SANGUCHES DEL PERU S.A.C., REGULAR ,1439.89,1439.89,1439.89,0.00,4791178005,5047660302,2026-01-01,1300004264,2026-02-07,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063607,2025-10-05,4791179405,PODER JUDICIAL, REGULAR ,17233.32,17233.32,17233.32,0.00,4791179405,5047045115,2025-10-10,1300004263,2026-02-08,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063608,2025-11-05,4791179405,PODER JUDICIAL, REGULAR ,17233.32,17233.32,17233.32,0.00,4791179405,5047269552,2025-11-07,1300004279,2026-02-09,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063609,2025-12-05,4791179405,PODER JUDICIAL, REGULAR ,17233.32,17233.32,17233.32,0.00,4791179405,5047523405,2025-12-10,1300004262,2026-02-10,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063610,2025-10-15,4791179640,UNION DE CONCRETERAS S.A, REGULAR ,489.68,489.68,489.68,0.00,4791179640,5047080548,2025-10-15,1300004152,2026-02-11,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063611,2025-10-15,4791179640,UNION DE CONCRETERAS S.A, REGULAR ,831.97,831.97,831.97,0.00,4791179640,5047090697,2025-10-16,1300004261,2026-02-12,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063612,2025-10-15,4791179640,UNION DE CONCRETERAS S.A, REGULAR ,831.97,831.97,831.97,0.00,4791179640,5047289335,2025-11-12,1300004260,2026-02-13,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063725,2025-09-01,4791182062,FINANCIERA CONFIANZA S.A.A., REGULAR ,7115.00,7115.00,7115.00,0.00,4791182062,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063726,2025-10-01,4791182062,FINANCIERA CONFIANZA S.A.A., REGULAR ,7115.00,7115.00,7115.00,0.00,4791182062,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063727,2025-11-01,4791182062,FINANCIERA CONFIANZA S.A.A., REGULAR ,7115.00,7115.00,7115.00,0.00,4791182062,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063728,2025-12-01,4791182062,FINANCIERA CONFIANZA S.A.A., REGULAR ,7115.00,7115.00,7115.00,0.00,4791182062,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063729,2025-08-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,266.57,266.57,266.57,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063613,2025-09-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,338.16,338.16,338.16,0.00,4791182756,5047221066,2025-11-04,1300004257,2026-01-15,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063730,2025-09-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,266.57,266.57,266.57,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063614,2025-10-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,338.16,338.16,338.16,0.00,4791182756,5047448602,2025-12-01,1300004256,2026-02-14,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063731,2025-10-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,266.57,266.57,266.57,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063615,2025-11-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,338.16,338.16,338.16,0.00,4791182756,5047771857,2026-01-15,1300004254,2026-02-25,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063732,2025-11-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,266.57,266.57,266.57,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063733,2025-12-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,266.57,266.57,266.57,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063734,2025-12-25,4791182756,OPTICAS GMO PERU S.A.C, REGULAR ,338.16,338.16,338.16,0.00,4791182756,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063735,2025-09-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,1231.44,1231.44,1231.44,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063737,2025-10-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,339.99,339.99,339.99,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063736,2025-10-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,1231.44,1231.44,1231.44,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063739,2025-11-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,339.99,339.99,339.99,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063738,2025-11-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,1231.44,1231.44,1231.44,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063741,2025-12-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,339.99,339.99,339.99,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063740,2025-12-16,4791183016,BERICAP PERU S.A. (ALUSUD), REGULAR ,1231.44,1231.44,1231.44,0.00,4791183016,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063742,2025-08-01,4791183374,QS CONSUMO S.A.C., REGULAR ,1716.56,1716.56,1716.56,0.00,4791183374,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063743,2025-09-01,4791183374,QS CONSUMO S.A.C., REGULAR ,1716.56,1716.56,1716.56,0.00,4791183374,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063744,2025-10-01,4791183374,QS CONSUMO S.A.C., REGULAR ,1716.56,1716.56,1716.56,0.00,4791183374,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063745,2025-11-01,4791183374,QS CONSUMO S.A.C., REGULAR ,1716.56,1716.56,1716.56,0.00,4791183374,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063746,2025-12-01,4791183374,QS CONSUMO S.A.C., REGULAR ,1716.56,1716.56,1716.56,0.00,4791183374,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063616,2025-10-21,4791184416,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,365.50,365.50,365.50,0.00,4791184416,5046748914,2025-09-02,1300004252,2026-01-20,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063617,2025-11-21,4791184416,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,365.50,365.50,365.50,0.00,4791184416,5047041740,2025-10-06,1300004251,2026-01-28,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063618,2025-12-21,4791184416,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,365.50,365.50,365.50,0.00,4791184416,5047240702,2025-11-05,1300004250,2026-02-17,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063619,2025-10-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,1829.15,1829.15,1829.15,0.00,4791184658,5046835529,2025-09-15,1300004164,2026-01-21,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063620,2025-10-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,707.97,707.97,707.97,0.00,4791184658,5046780972,2025-09-09,1300004166,2026-01-22,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063748,2025-11-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,707.97,707.97,707.97,0.00,4791184658,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063747,2025-11-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,1829.15,1829.15,1829.15,0.00,4791184658,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063750,2025-12-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,707.97,707.97,707.97,0.00,4791184658,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063749,2025-12-08,4791184658,CAJA MUNICIPAL DE AHORRO Y CREDITO DE PAITA S.A., REGULAR ,1829.15,1829.15,1829.15,0.00,4791184658,0,Pendiente,0,,,,,PENDIENTE_CERTIFICACION,VENCIDA,,,Regularizar certificación,
Sonda,F001-00063594,2025-10-30,4791185292,CRECER SEGUROS S.A. COMPAÑIA DE SEGUROS, REGULAR ,2848.31,2848.31,2848.31,0.00,4791185292,5046594209,2025-08-16,1300004277,2026-01-18,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063595,2025-11-30,4791185292,CRECER SEGUROS S.A. COMPAÑIA DE SEGUROS, REGULAR ,2848.31,2848.31,2848.31,0.00,4791185292,5046747560,2025-09-03,1300004276,2026-01-19,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
Sonda,F001-00063596,2025-12-30,4791185292,CRECER SEGUROS S.A. COMPAÑIA DE SEGUROS, REGULAR ,2848.31,2848.31,2848.31,0.00,4791185292,5047003129,2025-10-03,1300004274,2026-01-27,2026-03-27,,2026-03-27,PROGRAMADA_PAGO,PROGRAMADA_PAGO,,,Seguimiento a desembolso,
